id,datetime,neighborhood,rent,br,ba,sqft,housingType,laundry,parking,cats,dogs,furnished,title,description,link
2079,2021-06-03 20:09:00,Financial District,4695,2,2.0,1250.0,apartment,laundry in bldg,attached garage,yes,yes,no,New Rent Specials - Great Kitchen & Views - On Lake Merritt in Oakland,"Looking for MORE SPACE, SUMMER, and SUNSHINE?Love all the food and activities at LAKE MERRITT in OAKLAND?Please schedule your tour, virtual or in-person, at  show contact info.Tours are Tuesday through Friday ( 9AM to 6PM ) and Saturday ( 10AM to 4PM ).We're proud to offer this large 2 bedroom, 2 bathroom hideaway. East and South-facing and bathed in natural light. So much room to move around and tons of storage space too.The kitchen has new stainless steel appliances, sparkling white quartz countertops, dark cabinets, and cut glass back splashes. You'll also enjoy hardwood floors, in-ceiling radiant heat, and more.Floor to ceiling glass provides natural light throughout the living area and kitchen. Large, enclosed, private balcony adds another 340 sqft of covered outdoor space bringing your total indoor-outdoor 1,590 sqft!Enjoy the walkways along The Lake, independent restaurants and shopping throughout Grand Lake and surrounding neighborhoods.Just a few of the building's amenities include:- FREE parking space with each apartment- 24-hour Package Lockers- 24-hour Security and lobby attendant- Available FAST Fiber Internet- State-of-the-art fitness center with dry sauna- 24-hour Business Center and versatile Community Room- 4th floor outdoor mezzanine creates a Beautiful desert garden setting- Just moments from Lake Merritt BARTPlease call to schedule your tour, virtual or in-person, today!  show contact info.Visit us at www.1200lakeshore.com to see current availability, floor plans, and gallery.1200 Lakeshore Apartments1200 Lakeshore AvenueOakland, CA 94606",https://sfbay.craigslist.org/sfc/apa/d/oakland-new-rent-specials-great-kitchen/7331489362.html
2080,2021-06-03 20:06:00,Lower Nob Hill,2595,2,1.0,,apartment,laundry in bldg,street parking,yes,no,no,2BR in Nob Hill; Convenient Downtown Location!,"1BR/1BA Apartment - San Francisco>Pine x Mason San Francisco, CA 94108$2595/mo KEY FEATURES  Bedrooms:  2 Bed Bathrooms:  1 Bath Parking:  None Lease Duration:  1 Year Deposit:  $3595 Pets Policy:  Cats OK Laundry:  Shared Property Type:  Apartment  DESCRIPTION Spacious two bedroom on the 2nd Floor. Unit has fresh paint, carpet and mini blinds. The building is very conveniently located, on Pine Street between Mason and Taylor. There is no garage, but it has easy access to public transportation and is just a short walking distance to Union Square. There is a coin operated washer/dryer in the building. We will allow a cats with an extra $200 deposit. Water and garbage is included.  RENTAL FEATURESLiving roomWalk-in closetRange / OvenRefrigeratorIntercom system   ",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2br-in-nob-hill/7331488803.html
2081,2021-06-03 20:04:00,Downtown / Civic / Van Ness,4795,2,2.0,1245.0,apartment,laundry in bldg,attached garage,yes,yes,no,1200 Lakeshore Apartments - Convenient - Space - New Rent Specials!,"Looking for MORE SPACE, SUMMER, and SUNSHINE?Love LAKE MERRITT in OAKLAND?Please call Jared us schedule your tour, in-person or virtual, at  show contact info.We're open Tuesday through Friday ( 9AM to 6PM ) and Saturday ( 10AM to 4PM ).We're proud to offer this large 2 bedroom, 2 bathroom hideaway. East and South-facing and full of natural light. So much room to move around and tons of closet space too.The kitchen has new stainless steel appliances, sparkling white quartz countertops, dark cabinets, and cut glass back splashes. You'll also enjoy hardwood floors, in-ceiling radiant heat, and more.Floor to ceiling glass provides natural light throughout the living area and kitchen. Large, enclosed, private balcony adds another 340 sqft of covered outdoor space bringing your total indoor-outdoor 1,585 sqft!Enjoy the walkways along The Lake, independent restaurants and shopping throughout Grand Lake and surrounding neighborhoods.Just a few of the building's amenities include:- We pay for your water, sewer, garbage, and natural gas.- FREE parking space with each apartment- 24-hour Package Lockers- 24-hour security and lobby attendant- 24-hour Business Center and versatile Community Room- Available FAST Fiber Internet- State-of-the-art Fitness Center with dry sauna- 4th floor outdoor mezzanine creates a Beautiful desert garden setting- Just moments from Lake Merritt BARTPlease call Jared to schedule your tour, virtual or in-person, today!  show contact info.Visit us at www.1200lakeshore.com to see current availability, floor plans, and gallery.1200 Lakeshore Apartments1200 Lakeshore AvenueOakland, CA 94606",https://sfbay.craigslist.org/sfc/apa/d/oakland-1200-lakeshore-apartments/7331488130.html
2082,2021-06-03 20:01:00,USF / Panhandle,3000,2,2.0,1200.0,apartment,laundry in bldg,street parking,no,no,no,"2 BR, 2 BA 1200+ sqft Spacious Remodel at Panhandle","Upper level units available with remodeled kitchen, bathroom and spacious bedrooms located at the tip of the panhandle, nearby USF campus and UCSF medical campusTall ceilingsFormal living room, very large kitchen areaBedrooms are separated, ideal for roommates sharing unitCoin-operated laundry machines in the buildingSmoke-free unit.  No pets pleaseWater, gas, and heating paid by landownerThe building was recently earthquake retrofitted.Units at 1588 Hayes St. (second corner house on Hayes St at Lyon/Hayes)If interested, please call for questionsOpen house June 11 - 13 (5pm - 7pm), June 20 (5pm - 7pm)or, call to schedule a viewing",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-br-ba-1200-sqft-spacious/7331487426.html
2083,2021-06-03 20:00:00,Excelsior / Outer Mission,2200,1,1.0,600.0,apartment,laundry on site,street parking,no,no,yes,Furnished Apt 1Bdr | 10min-Glen Park  | Rent negotiable | Avail Aug 1,"Please include your phone number or a way to do video. We only rent to people who we can video with. This is to avoid spam. If you don't live in San Francisco and we can not meet in person until August 1st 2021 but you really want the place, please email your info as specified above and I can give you the link on AlRBNB if you want to put your deposit there, or with Paypal.We live in the other apartment in the same house. We are a European and Japanese couple. I work at Stanford.Exact dates are flexible, let us know what dates you need. You can rent a month or more. We're flexible.Available AUGUST 1st 2021.Conveniently located just south of the Mission (Outer Mission), Noe Valley and Bernal Heights districts. 6 minutes bus from Glenn Park BART station (for fast Airport or Downtown access). Restaurants 10 min walk away. Great for couples or families.We have hosted many families here, as well as students (Stanford, UCSF, SFSU, INSEEC, Lycée Francais, FAIS, etc..) visiting local campuses for a month or two. We're happy to talk with you and show you around.$2200/month. Plus utilities are paid separately: internet, electricity, gaz, water, trash, $100/month. Price is negotiable.Parking could be available in front of our garage. Let's talk.--------------------------Large 1 Bedroom (600sqft=55m2) + Backyard. Perfect for 4 or 5 people.SLEEPING & MORE:1 Bedroom with a very comfy queen sized bed and bunk bed (2+1 people). Inside the apartment there's a portable crib if needed.1 Bathroom.--------------------------AMENITIES:Wireless / Internet (High Speed) includedWasher / Drier can be made availableKitchen with Microwave, Nespresso, Electric kettle3 beds (queen + full & twin bunk bed) + crib (bed for babies)Stereo with jack for smartphone, etc...Fresh linens, Soap, Shampoo, etc...NO PETS - NON NEGOTIABLE (even the small ones).    ",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-apt-1bdr-10min/7330106704.html
2084,2021-06-03 19:59:00,Nob Hill,2395,2,1.0,,apartment,laundry in bldg,street parking,yes,yes,no,2BR in Great Location! HWF; By Trader Joes,"1615 Clay St, San Francisco, CA 94109$2395/mo KEY FEATURES  Bedrooms:  2 Beds Bathrooms:  1 Bath Parking:  None Lease Duration:  1 Year Deposit:  $3395 Pets Policy:  Pets OK Laundry:  Shared Property Type:  Apartment  DESCRIPTION 2br unit in Nob Hill. This unit has fresh paint, hardwood floors and mini blinds. Close to Trader Joes and Whole Foods. Near Polk St shopping, dining, and near all major transportation. There is coin operated washer/dryer in the building. This unit is located on street level. Pets are okay with an extra pet deposit. Water, steam heat and garbage is included.   RENTAL FEATURESLiving roomRange / OvenRefrigeratorHardwood floor   ",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2br-in-great-location-hwf/7320749150.html
2085,2021-06-03 19:59:00,Laurel Hts / Presidio,2295,1,1.0,,apartment,laundry in bldg,street parking,yes,no,no,Jr. 1 Bedroom in Great Location. 97 Walk score in Laurel Village,"3433 Sacramento- Top Floor Jr. One Bedroom available in 3 unit building. Water and garbage is included. Laundry onsite. This is an excellent location: close to Park Presidio, Laurel Heights Shopping Center, and the Sacramento St. cafes, restaurants, and shops. Ideally located to several parks (ie. Julius Kahn) and convenient to the JCC and Bus transit. Street parking only. Cat is okay with an additional $200 pet deposit. Security deposit $3295. One year lease.",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-jr-bedroom-in-great/7330400411.html
2086,2021-06-03 19:59:00,Sunset / Parkside,2200,1,1.0,,apartment,no laundry on site,street parking,no,yes,no,Clean Spacious 2 Room Garden Level Suite,"Nice clean in-law Suite located in convenient location. Maximum occupancy is 3.- 1 bedroom (size 11' by 10') with huge window and lots of sunlight- 1 family room without window (size 13' by 11'); previous tenant used it as a 2nd bedroom- huge living/dining area (size 13' by 13') - Spacious and clean bathroom with nice shower stall, toilet and vanity - 2 blocks from N Judah and #7 Bus lines- walking distant to Irving and Noriega Restaurants, shops, banks, and supermarkets- Well behaved dogs considered with additional deposit- Utility (water, gas and electricity) will be split among tenants in other Suites- Required payment/deposit to move in totaled $5,200 ($2,200 for 1st month, $3,000 for security deposit)One year lease is required and potential tenants will be subjected to credit and background checks. Suite is available for showing by appointment only. If interested, please provide the following info on your email:1.	Number of intended occupants2.	Reason for moving3.	Earliest move-in date4.	Pets (if any)5.	Contact number6.	Credit Score7.	Monthly Income8.	Occupation9.	Any eviction records10.	 How long do you plan to stay11.	 Best time for you to see the unitOnce we have your info, we will schedule your viewing appointment accordingly. Thank you and stay safe!    ",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-clean-spacious-room/7327951402.html
2088,2021-06-03 19:59:00,Hayes Valley,2295,1,1.0,,apartment,laundry on site,street parking,yes,no,no,Spacious One BR Available in Hayes Valley!,"1Bd/1Ba Apartment220 Rose St, San Francisco, CA 94102$2295/mo KEY FEATURES  Bedrooms:  1 Bed Bathrooms:  1 Bath Parking:  None Lease Duration:  1 Year Deposit:  $3295 Pets Policy:  Cats OK Laundry:  Shared Property Type:  Apartment  DESCRIPTION 220 Rose, a one BR apartment near Hayes Green and numerous Hayes Valley shops and restaurants. This unit is on the 1st floor and features hardwood floors throughout. Eat-in kitchen with pantry for extra storage. There is laundry in the building. Very close to freeway access and public transportation. Water and garbage included. Cat is okay with an additional $200 pet deposit.***This is a non-smoking unit***Please provide direct email address when responding to listing. ",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-one-br-available/7320745905.html
2089,2021-06-03 19:59:00,Hayes Valley,1595,0,1.0,,apartment,laundry in bldg,street parking,yes,no,no,Studio Available; HWF; Market and Gough,"Contact info:Matt | West Coast Property Management |  show contact infoSt/1Ba Apartment1670 Market St, San Francisco, CA 94102$1595/mo KEY FEATURESBedrooms:  StudioBathrooms:  1 BathParking:  NoneLease Duration:  1 YearDeposit:  $2595Pets Policy:  Cats OKLaundry:  SharedProperty Type:  ApartmentDESCRIPTION1670 Market-Studios available from $1595-1695. Hardwood floors throughout, walk in closet, fresh paint and mini blinds. The building has an elevator and laundry onsite. Cats are permitted with an extra $200 deposit. Water, garbage, and steam heat is included. CALL  show contact info TO SCHEDULE A VIEWINGRENTAL FEATURESRange / OvenRefrigeratorIntercom systemHardwood floorCOMMUNITY FEATURESElevatorContact info: Matt West Coast Property Management  show contact info ",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-studio-available-hwf/7320749768.html
